ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRLINE,DISTANCE,ARRIVAL_DELAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE
DFW,CVG,MQ,812.0,48.0,7,1810
TXK,DFW,MQ,181.0,33.0,7,1810
IAH,MSY,NK,305.0,161.0,7,1810
LAX,FAT,OO,209.0,-12.0,7,1810
CEC,SFO,OO,304.0,-5.0,7,1810
CLE,DTW,OO,95.0,36.0,7,1810
MRY,LAX,OO,266.0,-13.0,7,1810
ICT,LAX,OO,1203.0,-5.0,7,1810
MCI,PHX,OO,1044.0,3.0,7,1810
ORD,TPA,UA,1012.0,0.0,7,1811
ORD,SFO,UA,1846.0,6.0,7,1811
PHX,MIA,AA,1972.0,237.0,7,1811
SAT,MSP,DL,1097.0,-21.0,7,1811
RDU,IAH,EV,1042.0,64.0,7,1811
RIC,ORD,EV,642.0,107.0,7,1811
MOB,ATL,EV,302.0,0.0,7,1811
EYW,MIA,MQ,125.0,28.0,7,1811
ORD,SAT,OO,1041.0,83.0,7,1811
TUL,DEN,OO,541.0,4.0,7,1812
CMH,ATL,DL,447.0,85.0,7,1812
ATL,BHM,DL,134.0,-13.0,7,1812
HOU,ATL,DL,696.0,-9.0,7,1812
SGF,ATL,EV,563.0,-4.0,7,1812
ORD,HPN,EV,738.0,46.0,7,1812
MAF,IAH,EV,429.0,9.0,7,1812
EUG,SFO,OO,451.0,57.0,7,1812
IAH,SFO,UA,1635.0,13.0,7,1813
ORD,SNA,UA,1726.0,9.0,7,1813
STL,IAD,EV,696.0,-16.0,7,1813
EWR,DTW,EV,488.0,77.0,7,1813
HNL,OGG,HA,100.0,4.0,7,1813
BWI,FLL,NK,925.0,40.0,7,1814
CLT,FLL,US,631.0,-9.0,7,1815
IAH,PHX,US,1009.0,-11.0,7,1815
CLT,STL,US,575.0,60.0,7,1815
PHL,RDU,US,337.0,52.0,7,1815
CLT,EWR,US,529.0,320.0,7,1815
CLT,BDL,US,644.0,-6.0,7,1815
PHL,BOS,US,280.0,19.0,7,1815
PHL,IAH,US,1325.0,54.0,7,1815
IAD,SFO,VX,2419.0,-2.0,7,1815
LAS,MKE,WN,1524.0,14.0,7,1815
BWI,DTW,WN,409.0,32.0,7,1815
BWI,PBI,WN,883.0,141.0,7,1815
BWI,RDU,WN,255.0,60.0,7,1815
BWI,SAN,WN,2295.0,54.0,7,1815
DAL,DCA,WN,1184.0,-26.0,7,1815
DAY,BWI,WN,406.0,36.0,7,1815
FLL,PVD,WN,1188.0,304.0,7,1815
FLL,TPA,WN,197.0,76.0,7,1815
IND,MCO,WN,829.0,59.0,7,1815
LAS,SAT,WN,1069.0,40.0,7,1815
LAX,ABQ,WN,677.0,31.0,7,1815
LAX,SFO,WN,337.0,6.0,7,1815
MSY,ATL,WN,425.0,52.0,7,1815
PDX,LAS,WN,763.0,46.0,7,1815
PIT,HOU,WN,1131.0,63.0,7,1815
PVD,MCO,WN,1072.0,60.0,7,1815
RSW,PIT,WN,966.0,97.0,7,1815
SAN,LAS,WN,258.0,12.0,7,1815
SEA,OAK,WN,671.0,16.0,7,1815
TPA,MDW,WN,997.0,11.0,7,1815
AUS,PHX,WN,872.0,69.0,7,1815
BHM,MCO,WN,479.0,99.0,7,1815
DEN,ORD,AA,888.0,173.0,7,1815
LGA,MIA,AA,1096.0,88.0,7,1815
MSY,DFW,AA,447.0,115.0,7,1815
LAX,DFW,AA,1235.0,93.0,7,1815
TPA,SEA,AS,2520.0,26.0,7,1815
SYR,MCO,B6,1053.0,80.0,7,1815
CLT,ATL,DL,226.0,6.0,7,1815
EWR,MSP,DL,1008.0,304.0,7,1815
BWI,SLC,DL,1865.0,-3.0,7,1815
RIC,ATL,DL,481.0,28.0,7,1815
LAX,MSY,DL,1670.0,35.0,7,1815
PBI,LGA,DL,1035.0,28.0,7,1815
LGA,MSP,DL,1020.0,53.0,7,1815
LGA,RSW,DL,1080.0,8.0,7,1815
JFK,MIA,DL,1089.0,146.0,7,1815
ATL,CMH,DL,447.0,5.0,7,1815
JFK,ATL,DL,760.0,101.0,7,1815
IAH,SHV,EV,192.0,38.0,7,1815
TUL,ATL,EV,674.0,-2.0,7,1815
STL,TTN,F9,837.0,1.0,7,1815
OGG,HNL,HA,100.0,-3.0,7,1815
BWI,ORD,MQ,622.0,0.0,7,1815
CMI,ORD,MQ,135.0,134.0,7,1815
DFW,TYR,MQ,102.0,3.0,7,1815
GRB,ORD,MQ,173.0,0.0,7,1815
DFW,LIT,MQ,304.0,21.0,7,1815
SPS,DFW,MQ,113.0,4.0,7,1815
SJT,DFW,MQ,229.0,0.0,7,1815
ORF,LGA,MQ,296.0,46.0,7,1815
ORD,XNA,MQ,522.0,218.0,7,1815
ACY,MCO,NK,852.0,125.0,7,1815
ORD,AVL,OO,536.0,279.0,7,1815
DEN,ATL,OO,1199.0,211.0,7,1815
SAN,LAX,OO,109.0,169.0,7,1815
OGG,LIH,HA,201.0,13.0,7,1815
SEA,SJC,OO,697.0,-8.0,7,1815
LAX,LAS,OO,236.0,21.0,7,1815
SFO,ORD,UA,1846.0,6.0,7,1816
MCI,ATL,DL,692.0,4.0,7,1816
XNA,ATL,EV,589.0,150.0,7,1816
SHV,ATL,EV,551.0,-8.0,7,1816
MCO,SJU,NK,1189.0,29.0,7,1816
SFO,BUR,OO,326.0,-13.0,7,1816
SFO,RNO,OO,192.0,-12.0,7,1816
SJU,FLL,B6,1046.0,17.0,7,1817
BDL,ATL,DL,859.0,17.0,7,1817
SAN,SLC,DL,626.0,-9.0,7,1817
MKE,EWR,EV,725.0,0.0,7,1817
ATW,ORD,EV,160.0,127.0,7,1817
SGU,SLC,OO,272.0,-14.0,7,1817
SFO,LAX,UA,337.0,32.0,7,1818
DTW,LAX,DL,1979.0,43.0,7,1818
CVG,ATL,DL,373.0,-5.0,7,1818
LAX,ASE,OO,737.0,119.0,7,1818
RNO,LAX,OO,391.0,49.0,7,1819
BOS,PHL,B6,280.0,-4.0,7,1819
DEN,CVG,EV,1069.0,107.0,7,1819
TPA,EWR,UA,997.0,104.0,7,1820
IAD,PHX,UA,1956.0,3.0,7,1820
SFO,OGG,UA,2338.0,69.0,7,1820
IAD,SEA,UA,2306.0,37.0,7,1820
DEN,PHX,US,602.0,-2.0,7,1820
PHL,DEN,US,1558.0,51.0,7,1820
CLT,MCO,US,468.0,-8.0,7,1820
CMH,BNA,WN,337.0,18.0,7,1820
ELP,PHX,WN,347.0,25.0,7,1820
ISP,BWI,WN,220.0,57.0,7,1820
MCI,BNA,WN,491.0,31.0,7,1820
MKE,MCI,WN,436.0,54.0,7,1820
PHX,DAL,WN,879.0,37.0,7,1820
PHX,LAS,WN,255.0,41.0,7,1820
ROC,BWI,WN,277.0,97.0,7,1820
SAT,PHX,WN,843.0,23.0,7,1820
TPA,FLL,WN,197.0,60.0,7,1820
ORD,LAS,AA,1514.0,6.0,7,1820
MIA,ATL,AA,594.0,25.0,7,1820
ORD,LGA,AA,733.0,65.0,7,1820
MIA,ORD,AA,1197.0,0.0,7,1820
DFW,ATL,AA,731.0,10.0,7,1820
DFW,TUL,AA,237.0,136.0,7,1820
RDU,MIA,AA,700.0,30.0,7,1820
FLL,LAS,B6,2173.0,10.0,7,1820
BOS,PBI,B6,1197.0,51.0,7,1820
TPA,MSP,DL,1306.0,-17.0,7,1820
LGA,FLL,DL,1076.0,13.0,7,1820
ORF,ATL,DL,516.0,-6.0,7,1820
MIA,LGA,DL,1096.0,30.0,7,1820
MCO,ATL,DL,404.0,14.0,7,1820
ATL,DCA,DL,547.0,-19.0,7,1820
MSN,ORD,EV,108.0,0.0,7,1820
GNV,ATL,EV,300.0,-7.0,7,1820
MCO,IAD,F9,758.0,70.0,7,1820
MEM,DEN,F9,872.0,58.0,7,1820
DFW,AMA,MQ,312.0,84.0,7,1820
DFW,LCH,MQ,295.0,69.0,7,1820
LGA,LIT,MQ,1085.0,132.0,7,1820
MOB,DFW,MQ,539.0,29.0,7,1820
CLE,LGA,EV,419.0,193.0,7,1820
AEX,DFW,MQ,285.0,60.0,7,1820
LAX,SAN,OO,109.0,18.0,7,1820
TWF,SLC,OO,175.0,-12.0,7,1820
EUG,SLC,OO,618.0,-2.0,7,1820
ICT,ORD,OO,588.0,70.0,7,1820
SFO,SAN,OO,447.0,24.0,7,1820
SFO,ONT,OO,363.0,-1.0,7,1820
SFO,SLC,OO,599.0,6.0,7,1820
GJT,PHX,OO,438.0,-15.0,7,1820
SJC,SLC,OO,584.0,-1.0,7,1821
SPI,ORD,OO,174.0,170.0,7,1821
JFK,SFO,UA,2586.0,20.0,7,1822
PIH,SLC,OO,150.0,-28.0,7,1822
ILM,ATL,EV,377.0,-8.0,7,1823
ORD,BHM,EV,584.0,101.0,7,1823
SNA,SLC,OO,588.0,1.0,7,1823
EWR,DEN,UA,1605.0,100.0,7,1824
RSW,IAH,UA,861.0,19.0,7,1824
TPA,JFK,B6,1005.0,104.0,7,1824
SAT,IAH,EV,191.0,14.0,7,1824
IAD,SAN,UA,2253.0,14.0,7,1825
EWR,SNA,UA,2434.0,67.0,7,1825
MCO,SFO,UA,2446.0,10.0,7,1825
SFO,AUS,UA,1504.0,12.0,7,1825
CLT,DFW,US,936.0,19.0,7,1825
DFW,PHX,US,868.0,-14.0,7,1825
SJU,PHL,US,1576.0,-6.0,7,1825
CLT,PDX,US,2282.0,48.0,7,1825
ORD,CLT,US,599.0,105.0,7,1825
MCO,DCA,US,759.0,43.0,7,1825
MCI,CLT,US,808.0,-3.0,7,1825
LAX,SFO,VX,337.0,-16.0,7,1825
DAL,LAX,WN,1246.0,27.0,7,1825
EWR,BNA,WN,748.0,8.0,7,1825
IND,MCI,WN,451.0,237.0,7,1825
LAX,LAS,WN,236.0,41.0,7,1825
LBB,DAL,WN,293.0,-7.0,7,1825
LGA,MDW,WN,725.0,72.0,7,1825
MCI,HOU,WN,666.0,8.0,7,1825
MCO,ATL,WN,404.0,24.0,7,1825
MDW,ATL,WN,591.0,100.0,7,1825
PHL,DEN,WN,1558.0,53.0,7,1825
PIT,BWI,WN,210.0,11.0,7,1825
SMF,SAN,WN,480.0,4.0,7,1825
TPA,BDL,WN,1111.0,51.0,7,1825
ATL,DCA,WN,547.0,8.0,7,1825
ATL,MSY,WN,425.0,153.0,7,1825
BWI,BNA,WN,587.0,78.0,7,1825
PHL,DFW,AA,1303.0,98.0,7,1825
JAX,DFW,AA,918.0,17.0,7,1825
RDU,ORD,AA,646.0,56.0,7,1825
DFW,TUS,AA,813.0,62.0,7,1825
MEM,DFW,AA,432.0,100.0,7,1825
PHX,ORD,AA,1440.0,43.0,7,1825
MIA,EWR,AA,1085.0,103.0,7,1825
IAH,DFW,AA,224.0,68.0,7,1825
SFO,SEA,AS,679.0,19.0,7,1825
STL,SEA,AS,1709.0,30.0,7,1825
MSY,SEA,AS,2086.0,27.0,7,1825
ORD,SFO,AA,1846.0,11.0,7,1825
AUS,ATL,DL,813.0,17.0,7,1825
LAX,MEM,DL,1619.0,-3.0,7,1825
LGA,DTW,DL,502.0,65.0,7,1825
ATL,SRQ,DL,444.0,-4.0,7,1825
SHV,DFW,EV,190.0,72.0,7,1825
GSO,ATL,EV,306.0,-10.0,7,1825
AVL,ATL,EV,164.0,11.0,7,1825
LIT,ORD,EV,552.0,79.0,7,1825
ORD,BTV,EV,763.0,81.0,7,1825
CLL,DFW,MQ,164.0,-1.0,7,1825
LEX,DFW,MQ,785.0,-15.0,7,1825
ROC,ORD,MQ,528.0,0.0,7,1825
GRR,DFW,MQ,931.0,109.0,7,1825
CRP,DFW,MQ,354.0,-4.0,7,1825
BNA,LGA,MQ,764.0,71.0,7,1825
MIA,EYW,MQ,125.0,-17.0,7,1825
LAX,SBA,OO,89.0,94.0,7,1825
BOI,SAN,OO,749.0,14.0,7,1825
SFO,RDD,OO,199.0,4.0,7,1825
DEN,MEM,OO,872.0,229.0,7,1825
SAN,LAX,OO,109.0,-1.0,7,1825
STL,ATL,DL,484.0,18.0,7,1826
ATL,MSP,DL,907.0,74.0,7,1826
MEM,ORD,EV,491.0,61.0,7,1826
LGB,SLC,OO,588.0,-12.0,7,1826
ICT,ORD,OO,588.0,0.0,7,1826
ASE,DEN,OO,125.0,22.0,7,1826
BOS,DEN,UA,1754.0,34.0,7,1827
OAK,SLC,DL,588.0,56.0,7,1827
MCI,ORD,EV,403.0,10.0,7,1827
GRB,ORD,EV,173.0,0.0,7,1827
IND,IAH,UA,844.0,18.0,7,1828
LAS,LAX,DL,236.0,26.0,7,1828
ATL,COS,DL,1184.0,-5.0,7,1828
IAH,PIT,EV,1117.0,46.0,7,1828
ATL,CAE,EV,192.0,-17.0,7,1828
MLI,ORD,EV,139.0,0.0,7,1828
BHM,IAH,OO,562.0,7.0,7,1828
LIH,HNL,HA,102.0,0.0,7,1828
EWR,SFO,UA,2565.0,46.0,7,1829
MIA,IAH,UA,964.0,36.0,7,1829
EWR,LAS,UA,2227.0,22.0,7,1829
EWR,CLT,US,529.0,26.0,7,1829
SIT,JNU,AS,95.0,0.0,7,1829
SJU,JFK,B6,1598.0,29.0,7,1829
EWR,DTW,DL,488.0,301.0,7,1829
MCO,MSP,DL,1310.0,-16.0,7,1829
TUL,ORD,OO,585.0,87.0,7,1829
SLC,SFO,OO,599.0,12.0,7,1829
DEN,FLL,UA,1703.0,109.0,7,1830
CLT,LGA,US,544.0,110.0,7,1830
DCA,BOS,US,399.0,15.0,7,1830
PHX,ONT,US,325.0,8.0,7,1830
BOS,PHL,US,280.0,1.0,7,1830
JFK,CLT,US,541.0,65.0,7,1830
LGA,DAL,VX,1381.0,23.0,7,1830
LAS,MSY,WN,1500.0,9.0,7,1830
DAL,OKC,WN,181.0,61.0,7,1830
DEN,OMA,WN,472.0,148.0,7,1830
DEN,PHL,WN,1558.0,50.0,7,1830
DTW,MDW,WN,228.0,31.0,7,1830
FLL,BNA,WN,793.0,-8.0,7,1830
HOU,DAL,WN,239.0,18.0,7,1830
LAX,SMF,WN,373.0,88.0,7,1830
MCO,BNA,WN,616.0,110.0,7,1830
MDW,MSY,WN,825.0,88.0,7,1830
OAK,LAX,WN,337.0,65.0,7,1830
PHX,BNA,WN,1449.0,23.0,7,1830
PHX,HOU,WN,1020.0,61.0,7,1830
PHX,OKC,WN,833.0,32.0,7,1830
PHX,STL,WN,1262.0,100.0,7,1830
PHX,TUL,WN,935.0,88.0,7,1830
SAT,HOU,WN,192.0,-9.0,7,1830
SEA,SJC,WN,697.0,37.0,7,1830
SEA,SMF,WN,605.0,62.0,7,1830
SJC,BUR,WN,296.0,70.0,7,1830
SJC,LAS,WN,386.0,65.0,7,1830
ABQ,DAL,WN,580.0,70.0,7,1830
ALB,BWI,WN,289.0,9.0,7,1830
BWI,AUS,WN,1342.0,33.0,7,1830
IAD,LAX,AA,2288.0,41.0,7,1830
DFW,BNA,AA,631.0,123.0,7,1830
CLE,DFW,AA,1021.0,918.0,7,1830
DFW,SAT,AA,247.0,1.0,7,1830
MIA,DFW,AA,1121.0,0.0,7,1830
FLL,SEA,AS,2717.0,32.0,7,1830
YAK,JNU,AS,199.0,-23.0,7,1830
SAT,SEA,AS,1774.0,11.0,7,1830
SEA,LIH,AS,2701.0,-8.0,7,1830
FLL,SFO,B6,2583.0,-4.0,7,1830
OAK,LGB,B6,353.0,-10.0,7,1830
FLL,BOS,B6,1237.0,-14.0,7,1830
ORH,FLL,B6,1211.0,0.0,7,1830
RDU,ATL,DL,356.0,2.0,7,1830
DFW,ATL,DL,731.0,-15.0,7,1830
SAV,ATL,DL,214.0,36.0,7,1830
ATL,OMA,DL,821.0,-19.0,7,1830
JFK,LAX,DL,2475.0,15.0,7,1830
LGA,PBI,DL,1035.0,46.0,7,1830
BOS,IAD,B6,413.0,155.0,7,1830
ORD,GSO,EV,589.0,62.0,7,1830
GRR,ORD,EV,137.0,0.0,7,1830
DFW,GRK,MQ,134.0,23.0,7,1830
HPN,ORD,MQ,738.0,0.0,7,1830
FWA,ORD,MQ,157.0,199.0,7,1830
IND,ORD,MQ,177.0,214.0,7,1830
VPS,DFW,MQ,641.0,-1.0,7,1830
DFW,CID,MQ,685.0,0.0,7,1830
MIA,MEM,MQ,859.0,10.0,7,1830
LGA,RDU,MQ,431.0,71.0,7,1830
LAS,SAN,NK,258.0,3.0,7,1830
RSW,LBE,NK,956.0,17.0,7,1830
LGA,MYR,NK,563.0,121.0,7,1830
FLL,IAH,NK,965.0,-19.0,7,1830
ORD,SLC,OO,1250.0,82.0,7,1830
PHX,SFO,OO,651.0,155.0,7,1830
PDX,SLC,DL,630.0,14.0,7,1831
BOS,MSP,DL,1124.0,41.0,7,1831
ASE,LAX,OO,737.0,59.0,7,1831
FLL,IAH,UA,965.0,83.0,7,1832
LNK,ORD,OO,466.0,46.0,7,1832
OMA,ORD,UA,416.0,60.0,7,1833
ORD,BOS,B6,867.0,136.0,7,1833
BNA,DEN,F9,1014.0,12.0,7,1833
JAX,ATL,DL,270.0,36.0,7,1834
CLT,JFK,US,541.0,211.0,7,1835
SFO,LAX,VX,337.0,-5.0,7,1835
ORD,SFO,VX,1846.0,71.0,7,1835
BWI,PVD,WN,327.0,2.0,7,1835
DAL,MSY,WN,436.0,4.0,7,1835
DEN,PHX,WN,602.0,68.0,7,1835
DEN,SMF,WN,909.0,30.0,7,1835
LAS,ONT,WN,197.0,70.0,7,1835
LAS,SJC,WN,386.0,57.0,7,1835
LAX,ELP,WN,715.0,40.0,7,1835
MCI,DEN,WN,533.0,120.0,7,1835
MSY,HOU,WN,302.0,41.0,7,1835
OAK,BUR,WN,325.0,13.0,7,1835
OAK,ONT,WN,362.0,-1.0,7,1835
OKC,MDW,WN,691.0,31.0,7,1835
PDX,OAK,WN,543.0,23.0,7,1835
PHL,ATL,WN,666.0,132.0,7,1835
PHX,AUS,WN,872.0,35.0,7,1835
SAN,OAK,WN,446.0,42.0,7,1835
SFO,LAS,WN,414.0,12.0,7,1835
SLC,LAX,WN,590.0,-5.0,7,1835
SMF,PDX,WN,479.0,113.0,7,1835
TPA,CMH,WN,829.0,21.0,7,1835
ABQ,PHX,WN,328.0,-2.0,7,1835
ATL,BWI,WN,577.0,133.0,7,1835
AUS,HOU,WN,148.0,55.0,7,1835
BOS,STL,WN,1047.0,29.0,7,1835
BUR,PHX,WN,369.0,161.0,7,1835
MIA,SFO,AA,2585.0,-12.0,7,1835
JFK,SEA,AA,2422.0,206.0,7,1835
MCO,DFW,AA,985.0,731.0,7,1835
ORD,BOS,AA,867.0,18.0,7,1835
MIA,DCA,AA,919.0,28.0,7,1835
BOS,ORD,AA,867.0,42.0,7,1835
SJU,MIA,AA,1045.0,49.0,7,1835
DFW,LAX,AA,1235.0,-19.0,7,1835
SJC,SEA,AS,697.0,16.0,7,1835
SNA,PDX,AS,859.0,-4.0,7,1835
AUS,SEA,AS,1770.0,12.0,7,1835
SLC,PDX,AS,630.0,45.0,7,1835
JFK,LAX,B6,2475.0,-5.0,7,1835
FLL,LGA,B6,1076.0,58.0,7,1835
MCO,BOS,B6,1121.0,-16.0,7,1835
BUF,JFK,B6,301.0,158.0,7,1835
ORD,DTW,DL,235.0,106.0,7,1835
JFK,FLL,B6,1069.0,135.0,7,1835
TPA,ORD,F9,1012.0,132.0,7,1835
DEN,LAS,F9,628.0,43.0,7,1835
ORD,DTW,MQ,235.0,0.0,7,1835
JAN,DFW,MQ,408.0,38.0,7,1835
LEX,ORD,MQ,323.0,0.0,7,1835
ACT,DFW,MQ,89.0,30.0,7,1835
MKE,ORD,OO,67.0,89.0,7,1835
PDX,SFO,OO,550.0,128.0,7,1835
IAH,ASE,OO,913.0,40.0,7,1835
LAX,OKC,OO,1187.0,6.0,7,1835
ABQ,PHX,OO,328.0,-19.0,7,1835
JFK,BUF,B6,301.0,174.0,7,1836
BNA,ORD,EV,409.0,130.0,7,1836
DFW,SFO,OO,1464.0,6.0,7,1836
BOI,SFO,OO,522.0,7.0,7,1836
ORD,CLE,UA,315.0,2.0,7,1837
MCO,JFK,B6,944.0,156.0,7,1837
EWR,MCO,B6,937.0,269.0,7,1837
PNS,IAH,EV,489.0,80.0,7,1837
CVG,IAH,EV,871.0,27.0,7,1837
IAH,SMF,UA,1609.0,7.0,7,1838
MCO,LAX,DL,2218.0,117.0,7,1838
FSD,ORD,OO,462.0,9.0,7,1838
IAH,PDX,UA,1825.0,63.0,7,1839
ORD,MIA,UA,1197.0,250.0,7,1839
JFK,SLC,B6,1990.0,0.0,7,1839
JFK,SJC,B6,2569.0,-2.0,7,1839
JFK,SAN,DL,2446.0,-3.0,7,1839
ICT,IAH,EV,542.0,-20.0,7,1839
PDX,LAS,NK,763.0,31.0,7,1839
LIH,HNL,HA,102.0,19.0,7,1839
LAS,SFO,UA,414.0,3.0,7,1840
FLL,DCA,US,899.0,1.0,7,1840
SJU,CLT,US,1475.0,-3.0,7,1840
LAS,OAK,WN,407.0,20.0,7,1840
CMH,MDW,WN,283.0,36.0,7,1840
DCA,STL,WN,719.0,36.0,7,1840
DCA,TPA,WN,814.0,63.0,7,1840
FLL,BWI,WN,925.0,87.0,7,1840
HOU,IND,WN,861.0,22.0,7,1840
HOU,MCO,WN,849.0,32.0,7,1840
ISP,MCO,WN,971.0,131.0,7,1840
LAS,SAN,WN,258.0,103.0,7,1840
MDW,OMA,WN,423.0,35.0,7,1840
MSY,MDW,WN,825.0,59.0,7,1840
PHX,MKE,WN,1460.0,49.0,7,1840
PHX,SAT,WN,843.0,55.0,7,1840
PHX,SMF,WN,647.0,21.0,7,1840
SAN,PDX,WN,933.0,102.0,7,1840
SAN,RNO,WN,488.0,33.0,7,1840
SNA,SFO,WN,372.0,35.0,7,1840
ATL,IND,WN,432.0,60.0,7,1840
BNA,BWI,WN,587.0,154.0,7,1840
BOI,LAS,WN,519.0,59.0,7,1840
EWR,DFW,AA,1372.0,0.0,7,1840
DFW,ABQ,AA,569.0,46.0,7,1840
CMH,LAX,AA,1995.0,19.0,7,1840
DFW,RIC,AA,1158.0,121.0,7,1840
MIA,STT,AA,1107.0,42.0,7,1840
DCA,SEA,AS,2329.0,24.0,7,1840
BOS,SEA,AS,2496.0,39.0,7,1840
SEA,ANC,AS,1448.0,4.0,7,1840
MEM,ATL,DL,332.0,5.0,7,1840
JFK,TPA,DL,1005.0,88.0,7,1840
JAX,IAH,EV,817.0,69.0,7,1840
DEN,CLE,EV,1201.0,224.0,7,1840
PHF,DEN,F9,1533.0,39.0,7,1840
DFW,TLH,MQ,767.0,0.0,7,1840
ORD,CVG,MQ,265.0,0.0,7,1840
DFW,CHS,MQ,987.0,118.0,7,1840
ORD,CMH,MQ,296.0,0.0,7,1840
DFW,XNA,MQ,280.0,34.0,7,1840
SMF,LAX,OO,373.0,2.0,7,1840
DRO,PHX,OO,351.0,-16.0,7,1840
IAH,ONT,OO,1334.0,6.0,7,1841
TYS,IAH,EV,771.0,255.0,7,1842
LAX,AUS,OO,1242.0,13.0,7,1843
IAH,SLC,DL,1195.0,39.0,7,1843
BOS,CLE,EV,563.0,48.0,7,1843
MEM,IAH,EV,468.0,109.0,7,1843
IAH,COS,OO,809.0,13.0,7,1843
SFO,HNL,UA,2398.0,-6.0,7,1844
CLT,BOS,B6,728.0,89.0,7,1844
EWR,TYS,EV,631.0,297.0,7,1844
HNL,ITO,HA,216.0,-1.0,7,1844
MSN,SLC,OO,1174.0,-12.0,7,1845
LAX,IAH,UA,1379.0,15.0,7,1845
MIA,IAH,US,964.0,37.0,7,1845
DCA,DAL,VX,1184.0,9.0,7,1845
DAL,MAF,WN,319.0,16.0,7,1845
FLL,MDW,WN,1166.0,90.0,7,1845
LAS,BNA,WN,1587.0,-12.0,7,1845
LAS,DEN,WN,628.0,21.0,7,1845
MCO,DAL,WN,973.0,62.0,7,1845
OAK,SAN,WN,446.0,59.0,7,1845
PHX,MSP,WN,1276.0,62.0,7,1845
SAN,SEA,WN,1050.0,35.0,7,1845
TPA,DAL,WN,917.0,46.0,7,1845
TPA,PIT,WN,873.0,2.0,7,1845
TUS,SAN,WN,368.0,55.0,7,1845
JFK,LAX,AA,2475.0,71.0,7,1845
ORD,RNO,AA,1671.0,21.0,7,1845
LAX,HNL,AA,2556.0,11.0,7,1845
LGA,ORD,AA,733.0,19.0,7,1845
DFW,CLE,AA,1021.0,118.0,7,1845
ORD,RSW,AA,1120.0,26.0,7,1845
LGA,DFW,AA,1389.0,28.0,7,1845
CLT,IAH,AA,912.0,36.0,7,1845
PBI,LGA,AA,1035.0,67.0,7,1845
DFW,MSP,AA,852.0,30.0,7,1845
ORD,STL,AA,258.0,132.0,7,1845
DFW,CLT,AA,936.0,-2.0,7,1845
DFW,JAX,AA,918.0,64.0,7,1845
DFW,FLL,AA,1119.0,61.0,7,1845
ORD,DFW,AA,802.0,52.0,7,1845
MIA,BOS,AA,1258.0,-21.0,7,1845
SEA,KTN,AS,680.0,31.0,7,1845
ONT,SEA,AS,956.0,67.0,7,1845
PSP,SEA,AS,987.0,-4.0,7,1845
HPN,MCO,B6,972.0,203.0,7,1845
AUS,BOS,B6,1698.0,8.0,7,1845
PIT,BOS,B6,496.0,13.0,7,1845
LAS,LAX,AA,236.0,6.0,7,1845
BNA,ATL,DL,214.0,36.0,7,1845
PNS,ATL,DL,271.0,-8.0,7,1845
SAT,ATL,DL,874.0,11.0,7,1845
CHS,ATL,DL,259.0,-17.0,7,1845
ATL,LGA,DL,762.0,81.0,7,1845
JFK,MCO,DL,944.0,163.0,7,1845
ATL,JAX,DL,270.0,-10.0,7,1845
PIT,ATL,DL,526.0,14.0,7,1845
TPA,ATL,DL,406.0,-4.0,7,1845
BHM,ATL,DL,134.0,-19.0,7,1845
LGA,TPA,DL,1010.0,83.0,7,1845
BWI,ATL,DL,577.0,-5.0,7,1845
FLL,ATL,DL,581.0,18.0,7,1845
JAN,ATL,EV,341.0,-2.0,7,1845
TTN,IND,F9,610.0,40.0,7,1845
MDW,DEN,F9,895.0,115.0,7,1845
CLE,ORD,MQ,315.0,209.0,7,1845
PIA,ORD,MQ,130.0,176.0,7,1845
DFW,GCK,MQ,404.0,24.0,7,1845
MIA,CVG,MQ,948.0,12.0,7,1845
EVV,ORD,MQ,273.0,230.0,7,1845
ORD,DFW,NK,802.0,88.0,7,1845
DEN,LAS,NK,628.0,69.0,7,1845
SLC,LAX,OO,590.0,160.0,7,1845
DEN,BUR,OO,850.0,135.0,7,1845
DEN,FAT,OO,844.0,120.0,7,1845
TUS,LAX,OO,451.0,0.0,7,1845
DEN,TUS,OO,639.0,29.0,7,1845
MCI,EWR,EV,1092.0,0.0,7,1846
DCA,CLE,EV,310.0,26.0,7,1846
GPT,IAH,EV,376.0,11.0,7,1846
BNA,DTW,EV,456.0,27.0,7,1846
STL,SLC,OO,1156.0,-10.0,7,1846
DEN,CPR,OO,230.0,69.0,7,1846
CLE,LAX,UA,2052.0,27.0,7,1847
BOS,SEA,B6,2496.0,13.0,7,1847
JAX,JFK,B6,828.0,194.0,7,1847
ITO,HNL,HA,216.0,-2.0,7,1847
LAX,SAN,OO,109.0,-15.0,7,1847
LAX,OGG,UA,2486.0,121.0,7,1848
SLC,LGB,B6,588.0,-15.0,7,1848
RDU,BOS,B6,612.0,-13.0,7,1848
DFW,DEN,F9,641.0,160.0,7,1848
TPA,IAD,UA,811.0,-21.0,7,1849
DEN,IAH,UA,862.0,106.0,7,1849
DEN,PSC,OO,852.0,33.0,7,1849
DEN,PSP,OO,776.0,239.0,7,1849
IAD,LAX,UA,2288.0,18.0,7,1850
LGA,IAH,UA,1416.0,9.0,7,1850
CLT,MSY,US,651.0,55.0,7,1850
DEN,BUR,WN,850.0,75.0,7,1850
FLL,ATL,WN,581.0,41.0,7,1850
